-2.271, -0.317, -0.041, -1.013, 0
-2.367, 0.689, -0.076, -0.222, 1
-2.55, 1.178, -0.678, -0.558, 2
-2.277, -0.318, -0.041, -0.866, 0
-2.363, 0.688, -0.075, -0.224, 1
-2.543, 1.175, -0.676, -0.551, 2
-2.268, -0.317, -0.041, -1.013, 0
-2.373, 0.691, -0.076, -0.218, 1
-2.541, 1.174, -0.675, -0.555, 2
-2.268, -0.317, -0.041, -1.013, 0
-2.37, 0.69, -0.076, -0.225, 1
-2.541, 1.174, -0.675, -0.555, 2
-2.271, -0.317, -0.041, -1.073, 0
-2.369, 0.69, -0.076, -0.218, 1
-2.55, 1.178, -0.678, -0.558, 2
-2.27, -0.317, -0.041, -1.219, 0
-2.363, 0.688, -0.075, -0.214, 1
-2.543, 1.175, -0.676, -0.559, 2
-2.275, -0.318, -0.041, -1.262, 0
-2.363, 0.688, -0.075, -0.224, 1
-2.551, 1.179, -0.678, -0.551, 2
-2.269, -0.317, -0.041, -1.264, 0
-2.376, 0.692, -0.076, -0.213, 1
-2.539, 1.173, -0.675, -0.555, 2
-2.272, -0.317, -0.041, -1.263, 0
-2.385, 0.695, -0.076, -0.212, 1
-2.562, 1.184, -0.681, -0.551, 2
-2.278, -0.318, -0.041, -1.054, 0
-2.363, 0.688, -0.075, -0.214, 1
-2.528, 1.168, -0.672, -0.555, 2
-2.274, -0.318, -0.041, -1.013, 0
-2.366, 0.689, -0.076, -0.214, 1
-2.553, 1.18, -0.679, -0.559, 2
-2.274, -0.318, -0.041, -0.809, 0
-2.373, 0.691, -0.076, -0.218, 1
-2.536, 1.172, -0.674, -0.559, 2
-2.268, -0.317, -0.041, -1.013, 0
-2.373, 0.691, -0.076, -0.218, 1
-2.543, 1.175, -0.676, -0.559, 2
-2.267, -0.317, -0.041, -1.085, 0
-2.368, 0.69, -0.076, -0.225, 1
-2.561, 1.183, -0.681, -0.557, 2
-2.274, -0.318, -0.041, -1.013, 0
-2.362, 0.688, -0.075, -0.225, 1
-2.53, 1.169, -0.673, -0.554, 2
-2.276, -0.318, -0.041, -1.012, 0
-2.364, 0.688, -0.076, -0.212, 1
-2.539, 1.173, -0.675, -0.556, 2
-2.273, -0.317, -0.041, -1.245, 0
-2.366, 0.689, -0.076, -0.218, 1
-2.535, 1.171, -0.674, -0.555, 2
-2.276, -0.318, -0.041, -1.244, 0
-2.366, 0.689, -0.076, -0.218, 1
-2.55, 1.178, -0.678, -0.553, 2
-2.267, -0.317, -0.041, -1.308, 0
-2.369, 0.69, -0.076, -0.218, 1
-2.539, 1.173, -0.676, -0.555, 2
-2.268, -0.317, -0.041, -1.197, 0
-2.372, 0.691, -0.076, -0.215, 1
-2.553, 1.179, -0.679, -0.559, 2
-2.267, -0.317, -0.041, -1.148, 0
-2.376, 0.692, -0.076, -0.213, 1
-2.55, 1.178, -0.678, -0.558, 2
-2.274, -0.318, -0.041, -0.984, 0
-2.366, 0.689, -0.076, -0.218, 1
-2.547, 1.177, -0.677, -0.559, 2
-2.27, -0.317, -0.041, -1.055, 0
-2.369, 0.69, -0.076, -0.218, 1
-2.55, 1.178, -0.678, -0.558, 2
-2.271, -0.317, -0.041, -1.013, 0
-2.367, 0.689, -0.076, -0.224, 1
-2.556, 1.181, -0.68, -0.56, 2
-2.271, -0.317, -0.041, -0.816, 0
-2.363, 0.688, -0.075, -0.224, 1
-2.567, 1.186, -0.683, -0.558, 2
-2.27, -0.317, -0.041, -1.055, 0
-2.372, 0.691, -0.076, -0.213, 1
-2.533, 1.17, -0.674, -0.56, 2
-2.27, -0.317, -0.041, -1.055, 0
-2.379, 0.693, -0.076, -0.214, 1
-2.567, 1.186, -0.683, -0.558, 2
-2.273, -0.318, -0.041, -1.196, 0
-2.379, 0.693, -0.076, -0.214, 1
-2.567, 1.186, -0.683, -0.558, 2
-2.269, -0.317, -0.041, -1.263, 0
-2.373, 0.691, -0.076, -0.218, 1
-2.558, 1.182, -0.68, -0.558, 2
-2.273, -0.317, -0.041, -1.055, 0
-2.364, 0.689, -0.076, -0.217, 1
-2.556, 1.181, -0.68, -0.56, 2
-2.279, -0.318, -0.041, -1.012, 0
-2.369, 0.69, -0.076, -0.218, 1
-2.545, 1.176, -0.677, -0.557, 2
-2.27, -0.317, -0.041, -1.308, 0
-2.37, 0.69, -0.076, -0.225, 1
-2.543, 1.175, -0.676, -0.556, 2
-2.265, -0.316, -0.041, -1.148, 0
-2.369, 0.69, -0.076, -0.218, 1
-2.543, 1.175, -0.676, -0.554, 2
-2.274, -0.318, -0.041, -1.013, 0
-2.367, 0.689, -0.076, -0.224, 1
-2.553, 1.18, -0.679, -0.557, 2
-2.278, -0.318, -0.041, -0.599, 0
-2.366, 0.689, -0.076, -0.218, 1
-2.547, 1.177, -0.677, -0.556, 2
-2.274, -0.317, -0.041, -0.866, 0
-2.374, 0.691, -0.076, -0.213, 1
-2.552, 1.179, -0.679, -0.558, 2
-2.277, -0.318, -0.041, -0.785, 0
-2.367, 0.689, -0.076, -0.224, 1
-2.558, 1.182, -0.681, -0.557, 2
-2.272, -0.317, -0.041, -0.601, 0
-2.368, 0.69, -0.076, -0.212, 1
-2.558, 1.182, -0.681, -0.556, 2
-2.267, -0.316, -0.041, -0.36, 0
-2.364, 0.688, -0.076, -0.21, 1
-2.557, 1.182, -0.681, -0.561, 2
-2.272, -0.317, -0.041, 0.214, 0
-2.373, 0.691, -0.076, -0.206, 1
-2.548, 1.178, -0.678, -0.56, 2
-2.27, -0.317, -0.041, -0.988, 0
-2.362, 0.688, -0.076, -0.217, 1
-2.548, 1.177, -0.678, -0.561, 2
-2.269, -0.317, -0.041, -0.359, 0
-2.369, 0.69, -0.076, -0.215, 1
-2.553, 1.18, -0.679, -0.559, 2
-2.272, -0.317, -0.042, -0.693, 0
-2.368, 0.69, -0.076, -0.216, 1
-2.559, 1.182, -0.681, -0.56, 2
