0, 1, 2, 0
0, 1, 3, 1
0, 1, 4, 2
0, 1, 5, 3
0, 1, 6, 4
0, 2, 3, 5
0, 2, 4, 6
0, 2, 5, 7
0, 2, 6, 8
0, 3, 4, 9
0, 3, 5, 10
0, 3, 6, 11
0, 4, 5, 12
0, 4, 6, 13
0, 5, 6, 14
1, 2, 3, 15
1, 2, 4, 16
1, 2, 5, 17
1, 2, 6, 18
1, 3, 4, 19
1, 3, 5, 20
1, 3, 6, 21
1, 4, 5, 22
1, 4, 6, 23
1, 5, 6, 24
2, 3, 4, 25
2, 3, 5, 26
2, 3, 6, 27
2, 4, 5, 28
2, 4, 6, 29
2, 5, 6, 30
3, 4, 5, 31
3, 4, 6, 32
3, 5, 6, 33
4, 5, 6, 34
