x,y,z,yaw,index
-2.298, 0.325, -0.024, -0.333, 2
-2.387, -0.408, -0.605, 1.241, 0
-2.399, 0.316, -0.572, 1.257, 1
-2.32, 0.329, -0.023, -0.349, 2
-2.411, -0.411, -0.612, 1.257, 0
-2.389, 0.316, -0.571, 1.165, 1
-2.311, 0.328, -0.024, -0.495, 2
-2.41, -0.41, -0.615, 1.277, 0
-2.404, 0.318, -0.577, 1.255, 1
-2.316, 0.329, -0.027, 1.412, 2
-2.397, -0.411, -0.61, 1.241, 0
-2.418, 0.317, -0.581, 1.224, 1
-2.311, 0.327, -0.027, -0.414, 2
-2.41, -0.416, -0.612, 1.198, 0
-2.395, 0.312, -0.575, 1.254, 1
-2.295, 0.323, -0.027, -0.445, 2
-2.404, -0.415, -0.609, 1.245, 0
-2.402, 0.312, -0.576, 1.199, 1
-2.313, 0.326, -0.025, -0.358, 2
-2.42, -0.415, -0.611, 1.24, 0
-2.436, 0.319, -0.58, 1.211, 1
-2.304, 0.325, -0.021, -0.31, 2
-2.409, -0.411, -0.609, 1.284, 0
-2.391, 0.316, -0.569, 1.203, 1
-2.308, 0.326, -0.021, -0.315, 2
-2.42, -0.413, -0.611, 1.276, 0
-2.409, 0.317, -0.572, 1.181, 1
-2.296, 0.324, -0.02, -0.308, 2
-2.403, -0.411, -0.606, 1.299, 0
-2.408, 0.316, -0.572, 1.137, 1
-2.31, 0.326, -0.021, -0.304, 2
-2.39, -0.41, -0.605, 1.338, 0
-2.433, 0.319, -0.58, 1.227, 1
-2.312, 0.327, -0.024, -0.336, 2
-2.393, -0.412, -0.608, 1.171, 0
-2.403, 0.314, -0.577, 1.201, 1
-2.305, 0.326, -0.028, -0.405, 2
-2.409, -0.416, -0.616, 1.286, 0
-2.393, 0.312, -0.58, 1.245, 1
-2.313, 0.327, -0.033, -0.388, 2
-2.402, -0.415, -0.619, 1.275, 0
-2.397, 0.312, -0.587, 1.268, 1
-2.309, 0.327, -0.039, -0.551, 2
-2.405, -0.416, -0.621, 1.246, 0
-2.407, 0.313, -0.593, 1.266, 1
-2.304, 0.328, -0.04, -0.445, 2
-2.418, -0.416, -0.622, 1.218, 0
-2.423, 0.318, -0.597, 1.197, 1
-2.306, 0.334, -0.041, -0.296, 2
-2.417, -0.408, -0.623, 1.21, 0
-2.383, 0.32, -0.592, 1.236, 1
-2.306, 0.342, -0.046, -0.515, 2
-2.388, -0.4, -0.623, 1.326, 0
-2.383, 0.324, -0.601, 1.258, 1
-2.297, 0.344, -0.055, -0.569, 2
-2.383, -0.4, -0.626, 1.248, 0
-2.395, 0.325, -0.609, 1.207, 1
-2.304, 0.345, -0.057, -0.442, 2
-2.375, -0.399, -0.618, 1.243, 0
-2.406, 0.325, -0.604, 1.304, 1
-2.303, 0.342, -0.048, -0.408, 2
-2.379, -0.398, -0.611, 1.236, 0
-2.402, 0.327, -0.591, 1.306, 1
-2.317, 0.344, -0.038, -0.284, 2
-2.41, -0.398, -0.612, 1.175, 0
-2.392, 0.33, -0.581, 1.243, 1
-2.318, 0.349, -0.033, -0.254, 2
-2.411, -0.392, -0.611, 1.186, 0
-2.405, 0.337, -0.584, 1.155, 1
-2.317, 0.355, -0.032, -0.368, 2
-2.423, -0.386, -0.61, 1.13, 0
-2.407, 0.345, -0.583, 1.226, 1
-2.318, 0.364, -0.03, -0.316, 2
-2.432, -0.378, -0.606, 1.182, 0
-2.403, 0.353, -0.575, 1.33, 1
-2.315, 0.372, -0.022, -0.275, 2
-2.409, -0.366, -0.594, 1.084, 0
-2.411, 0.364, -0.569, 1.227, 1
-2.316, 0.379, -0.014, -0.456, 2
-2.402, -0.36, -0.584, 1.269, 0
-2.386, 0.364, -0.556, 1.308, 1
-2.301, 0.38, -0.007, -0.183, 2
-2.426, -0.366, -0.58, 1.284, 0
-2.376, 0.361, -0.545, 1.233, 1
-2.3, 0.378, 0.001, -0.286, 2
-2.408, -0.369, -0.564, 1.38, 0
-2.386, 0.356, -0.538, 1.208, 1
-2.286, 0.37, 0.012, -0.359, 2
-2.406, -0.374, -0.552, 1.303, 0
-2.397, 0.353, -0.529, 1.215, 1
-2.293, 0.37, 0.022, -0.179, 2
-2.405, -0.371, -0.541, 1.121, 0
-2.412, 0.359, -0.524, 1.298, 1
-2.312, 0.381, 0.031, 0.015, 2
-2.414, -0.359, -0.535, 1.07, 0
-2.408, 0.372, -0.517, 1.152, 1
-2.292, 0.391, 0.036, -0.076, 2
-2.443, -0.35, -0.538, 0.935, 0
-2.422, 0.387, -0.517, 1.159, 1
-2.292, 0.403, 0.039, -0.003, 2
-2.422, -0.337, -0.533, 1.11, 0
-2.385, 0.392, -0.508, 1.155, 1
-2.284, 0.41, 0.041, -0.137, 2
-2.42, -0.332, -0.537, 1.149, 0
-2.371, 0.396, -0.509, 1.235, 1
-2.281, 0.414, 0.036, -0.177, 2
-2.419, -0.331, -0.543, 1.188, 0
-2.36, 0.395, -0.515, 1.339, 1
-2.289, 0.417, 0.03, -0.119, 2
-2.4, -0.333, -0.542, 1.132, 0
-2.396, 0.398, -0.527, 1.354, 1
-2.275, 0.411, 0.027, -0.334, 2
-2.4, -0.339, -0.543, 1.134, 0
-2.374, 0.389, -0.526, 1.2, 1
-2.277, 0.408, 0.024, -0.172, 2
-2.371, -0.34, -0.54, 1.136, 0
-2.375, 0.387, -0.53, 1.254, 1
-2.279, 0.407, 0.02, -0.157, 2
-2.387, -0.343, -0.548, 1.172, 0
-2.363, 0.385, -0.532, 1.256, 1
-2.287, 0.409, 0.017, -0.144, 2
-2.396, -0.343, -0.555, 1.118, 0
-2.36, 0.386, -0.536, 1.234, 1
-2.27, 0.407, 0.013, -0.163, 2
-2.386, -0.34, -0.555, 1.132, 0
-2.358, 0.388, -0.538, 1.161, 1
-2.281, 0.411, 0.013, -0.098, 2
-2.372, -0.336, -0.55, 1.144, 0
-2.352, 0.39, -0.534, 1.215, 1
-2.27, 0.411, 0.017, -0.019, 2
-2.385, -0.335, -0.552, 1.253, 0
-2.339, 0.391, -0.531, 1.18, 1
-2.269, 0.414, 0.018, -0.241, 2
-2.353, -0.329, -0.55, 1.198, 0
-2.357, 0.397, -0.54, 1.171, 1
-2.269, 0.416, 0.013, -0.174, 2
-2.348, -0.329, -0.558, 1.178, 0
-2.344, 0.396, -0.547, 1.362, 1
-2.292, 0.42, 0.003, 0.052, 2
-2.364, -0.335, -0.571, 1.015, 0
-2.353, 0.395, -0.559, 1.256, 1
-2.281, 0.416, -0.004, 0.046, 2
-2.373, -0.342, -0.575, 1.181, 0
-2.356, 0.391, -0.563, 1.217, 1
-2.27, 0.411, -0.006, -0.031, 2
-2.349, -0.344, -0.569, 1.08, 0
-2.36, 0.386, -0.568, 1.324, 1
-2.288, 0.412, -0.011, -0.08, 2
-2.356, -0.35, -0.571, 1.08, 0
-2.33, 0.376, -0.566, 1.19, 1
-2.268, 0.407, -0.016, -0.17, 2
-2.355, -0.352, -0.567, 1.056, 0
-2.361, 0.379, -0.574, 1.172, 1
-2.287, 0.413, -0.015, -0.068, 2
-2.37, -0.35, -0.565, 1.117, 0
-2.344, 0.38, -0.567, 1.107, 1
-2.294, 0.42, -0.012, -0.07, 2
-2.357, -0.339, -0.559, 0.867, 0
-2.358, 0.391, -0.569, 1.059, 1
-2.273, 0.426, -0.012, -0.117, 2
-2.37, -0.333, -0.561, 1.034, 0
-2.339, 0.396, -0.565, 0.999, 1
-2.267, 0.432, -0.012, -0.095, 2
-2.361, -0.327, -0.556, 1.182, 0
-2.355, 0.403, -0.567, 1.232, 1
-2.27, 0.437, -0.009, -0.053, 2
-2.351, -0.322, -0.545, 1.071, 0
-2.35, 0.404, -0.56, 1.256, 1
-2.289, 0.445, -0.003, 0.055, 2
-2.37, -0.321, -0.539, 0.957, 0
-2.354, 0.408, -0.551, 1.224, 1
-2.296, 0.451, 0.007, 0.214, 2
-2.337, -0.307, -0.521, 0.835, 0
-2.375, 0.421, -0.545, 1.413, 1
-2.285, 0.458, 0.017, 0.051, 2
-2.352, -0.295, -0.511, 0.905, 0
-2.368, 0.433, -0.53, 1.386, 1
-2.298, 0.476, 0.031, 0.076, 2
-2.332, -0.278, -0.49, 0.851, 0
-2.373, 0.449, -0.516, 1.483, 1
-2.289, 0.489, 0.046, 0.074, 2
-2.356, -0.264, -0.48, 0.806, 0
-2.378, 0.466, -0.502, -1.391, 1
-2.293, 0.506, 0.06, 0.081, 2
-2.374, -0.249, -0.471, 0.796, 0
-2.395, 0.486, -0.493, -0.757, 1
-2.26, 0.516, 0.069, 0.111, 2
-2.401, -0.235, -0.47, 0.749, 0
-2.352, 0.493, -0.481, -0.783, 1
-2.262, 0.533, 0.071, 0.113, 2
-2.403, -0.221, -0.466, 0.793, 0
-2.374, 0.514, -0.483, -0.752, 1
-2.266, 0.55, 0.075, 0.121, 2
-2.373, -0.203, -0.455, 0.793, 0
-2.364, 0.526, -0.477, -0.738, 1
-2.251, 0.561, 0.079, 0.13, 2
-2.373, -0.192, -0.448, 0.96, 0
-2.36, 0.537, -0.471, -0.715, 1
-2.258, 0.573, 0.085, 0.247, 2
-2.369, -0.187, -0.441, 1.141, 0
-2.318, 0.532, -0.458, -0.76, 1
-2.255, 0.576, 0.089, 0.319, 2
-2.393, -0.191, -0.439, 1.156, 0
-2.334, 0.532, -0.456, -0.759, 1
-2.261, 0.576, 0.094, 0.253, 2
-2.399, -0.195, -0.432, 0.995, 0
-2.336, 0.53, -0.452, -0.749, 1
-2.278, 0.58, 0.098, 0.249, 2
-2.404, -0.196, -0.428, 0.977, 0
-2.33, 0.528, -0.45, 1.156, 1
-2.262, 0.578, 0.098, 0.329, 2
-2.381, -0.194, -0.419, 0.99, 0
-2.345, 0.531, -0.453, -0.752, 1
-2.262, 0.584, 0.095, 0.242, 2
-2.389, -0.194, -0.412, 0.988, 0
-2.341, 0.53, -0.453, -0.753, 1
-2.267, 0.592, 0.095, 0.295, 2
-2.422, -0.19, -0.413, 0.82, 0
-2.331, 0.534, -0.455, 1.149, 1
-2.239, 0.597, 0.089, 0.051, 2
-2.417, -0.174, -0.414, 0.58, 0
-2.335, 0.55, -0.461, -0.733, 1
-2.254, 0.619, 0.085, 0.108, 2
-2.418, -0.158, -0.415, 0.673, 0
-2.327, 0.564, -0.463, -0.739, 1
-2.231, 0.63, 0.083, 0.131, 2
-2.398, -0.144, -0.41, 0.675, 0
-2.342, 0.581, -0.464, -0.67, 1
-2.251, 0.647, 0.086, 0.201, 2
-2.4, -0.131, -0.407, 0.798, 0
-2.346, 0.595, -0.46, -0.623, 1
-2.263, 0.664, 0.093, 0.192, 2
-2.397, -0.112, -0.4, 0.611, 0
-2.367, 0.62, -0.455, -0.579, 1
-2.25, 0.676, 0.103, 0.246, 2
-2.378, -0.093, -0.386, 0.646, 0
-2.376, 0.641, -0.443, -0.426, 1
-2.259, 0.695, 0.119, 0.261, 2
-2.381, -0.077, -0.374, 0.617, 0
-2.357, 0.653, -0.426, -0.543, 1
-2.261, 0.711, 0.131, 0.286, 2
-2.412, -0.061, -0.374, 0.637, 0
-2.322, 0.66, -0.415, -0.566, 1
-2.225, 0.715, 0.132, 0.189, 2
-2.436, -0.049, -0.385, 1.377, 0
-2.308, 0.67, -0.418, -0.614, 1
-2.243, 0.731, 0.126, 0.441, 2
-2.404, -0.043, -0.394, 1.312, 0
-2.301, 0.674, -0.43, -0.621, 1
-2.24, 0.735, 0.113, 0.412, 2
-2.394, -0.038, -0.408, 1.456, 0
-2.285, 0.675, -0.441, -0.677, 1
-2.243, 0.741, 0.099, 0.384, 2
-2.396, -0.032, -0.422, 1.376, 0
-2.292, 0.683, -0.455, -0.638, 1
-2.236, 0.743, 0.088, 0.317, 2
-2.391, -0.029, -0.43, 1.129, 0
-2.295, 0.689, -0.463, -0.631, 1
-2.237, 0.745, 0.083, 0.233, 2
-2.384, -0.029, -0.432, 1.119, 0
-2.315, 0.695, -0.47, -0.575, 1
-2.231, 0.742, 0.081, 0.239, 2
-2.381, -0.029, -0.434, 1.029, 0
-2.314, 0.695, -0.47, -0.57, 1
-2.232, 0.741, 0.082, 0.224, 2
-2.406, -0.032, -0.435, 1.093, 0
-2.297, 0.688, -0.461, -0.594, 1
-2.245, 0.741, 0.088, 0.291, 2
-2.385, -0.039, -0.424, 1.247, 0
-2.309, 0.684, -0.455, -0.61, 1
-2.234, 0.73, 0.097, 0.268, 2
-2.418, -0.049, -0.419, 1.295, 0
-2.304, 0.672, -0.443, -0.637, 1
-2.253, 0.725, 0.11, 0.297, 2
-2.409, -0.06, -0.406, 1.41, 0
-2.291, 0.657, -0.427, -0.621, 1
-2.215, 0.702, 0.119, 0.202, 2
-2.425, -0.071, -0.4, 0.888, 0
-2.292, 0.647, -0.417, -0.627, 1
-2.228, 0.695, 0.128, 0.235, 2
-2.395, -0.081, -0.392, 0.907, 0
-2.329, 0.645, -0.419, -0.594, 1
-2.233, 0.686, 0.131, 0.274, 2
-2.402, -0.087, -0.392, 0.946, 0
-2.319, 0.637, -0.417, -0.612, 1
-2.251, 0.689, 0.132, 0.273, 2
-2.373, -0.088, -0.388, 1.065, 0
-2.329, 0.638, -0.418, -0.608, 1
-2.236, 0.682, 0.131, 0.324, 2
-2.366, -0.092, -0.389, 1.099, 0
-2.321, 0.632, -0.418, -0.599, 1
-2.261, 0.684, 0.131, 0.275, 2
-2.386, -0.099, -0.395, 1.008, 0
-2.328, 0.626, -0.419, -0.639, 1
-2.254, 0.673, 0.131, 0.255, 2
-2.373, -0.106, -0.394, 1.118, 0
-2.33, 0.619, -0.418, -0.622, 1
-2.246, 0.663, 0.132, 0.268, 2
-2.359, -0.109, -0.389, 1.164, 0
-2.337, 0.617, -0.416, -0.614, 1
-2.247, 0.662, 0.134, 0.27, 2
-2.366, -0.109, -0.386, 1.089, 0
-2.309, 0.611, -0.406, -0.645, 1
-2.259, 0.668, 0.14, 0.294, 2
-2.352, -0.105, -0.377, 1.109, 0
-2.326, 0.618, -0.403, -0.633, 1
-2.269, 0.673, 0.148, 0.423, 2
-2.362, -0.104, -0.372, 1.104, 0
-2.329, 0.621, -0.395, -0.645, 1
-2.259, 0.671, 0.155, 0.364, 2
-2.364, -0.101, -0.367, 1.206, 0
-2.331, 0.624, -0.388, -0.6, 1
-2.256, 0.674, 0.16, 0.335, 2
-2.382, -0.095, -0.369, 1.331, 0
-2.329, 0.63, -0.387, -0.621, 1
-2.245, 0.676, 0.159, 0.296, 2
-2.365, -0.088, -0.372, 1.506, 0
-2.312, 0.633, -0.389, -0.63, 1
-2.263, 0.688, 0.155, 0.318, 2
-2.379, -0.081, -0.384, 1.568, 0
-2.32, 0.642, -0.399, -0.64, 1
-2.254, 0.692, 0.146, 0.296, 2
-2.385, -0.072, -0.395, 1.441, 0
-2.31, 0.649, -0.405, -0.641, 1
-2.261, 0.702, 0.139, 0.237, 2
-2.402, -0.061, -0.405, 1.449, 0
-2.311, 0.661, -0.412, -0.615, 1
-2.251, 0.71, 0.134, 0.204, 2
-2.377, -0.051, -0.409, 1.426, 0
-2.295, 0.667, -0.415, -0.613, 1
-2.25, 0.718, 0.128, 0.207, 2
-2.375, -0.042, -0.417, 1.539, 0
-2.305, 0.678, -0.424, -0.646, 1
-2.249, 0.725, 0.12, 0.202, 2
-2.372, -0.035, -0.425, 1.564, 0
-2.325, 0.692, -0.436, -0.587, 1
-2.248, 0.731, 0.113, 0.197, 2
-2.364, -0.029, -0.431, 1.508, 0
-2.311, 0.694, -0.44, -0.617, 1
-2.264, 0.742, 0.107, 0.205, 2
-2.373, -0.022, -0.438, 1.384, 0
-2.307, 0.701, -0.445, -0.607, 1
-2.254, 0.747, 0.102, 0.179, 2
-2.357, -0.016, -0.435, 1.32, 0
-2.313, 0.709, -0.448, -0.588, 1
-2.262, 0.755, 0.102, 0.197, 2
-2.364, -0.011, -0.435, 1.06, 0
-2.312, 0.714, -0.446, -0.592, 1
-2.251, 0.757, 0.105, 0.181, 2
-2.358, -0.004, -0.429, 1.092, 0
-2.337, 0.728, -0.446, -0.553, 1
-2.273, 0.77, 0.111, 0.226, 2
-2.359, 0.002, -0.426, 1.393, 0
-2.316, 0.727, -0.438, -0.569, 1
-2.248, 0.767, 0.113, 0.193, 2
-2.357, 0.007, -0.426, 1.303, 0
-2.312, 0.731, -0.437, -0.557, 1
-2.246, 0.772, 0.112, 0.156, 2
-2.371, 0.014, -0.429, 1.439, 0
-2.312, 0.739, -0.438, -0.568, 1
-2.253, 0.782, 0.111, 0.164, 2
-2.39, 0.025, -0.432, 1.062, 0
-2.324, 0.754, -0.44, -0.532, 1
-2.247, 0.792, 0.113, 0.166, 2
-2.367, 0.036, -0.422, 1.06, 0
-2.315, 0.761, -0.434, -0.511, 1
-2.242, 0.801, 0.118, 0.199, 2
-2.341, 0.044, -0.41, 1.15, 0
-2.335, 0.777, -0.431, -0.483, 1
-2.225, 0.805, 0.124, 0.168, 2
-2.358, 0.056, -0.405, 1.044, 0
-2.346, 0.792, -0.426, -0.48, 1
-2.241, 0.824, 0.131, 0.193, 2
-2.37, 0.07, -0.402, 1.096, 0
-2.32, 0.797, -0.418, -0.497, 1
-2.232, 0.836, 0.134, 0.17, 2
-2.392, 0.083, -0.404, 1.447, 0
-2.287, 0.8, -0.412, -0.499, 1
-2.236, 0.851, 0.134, 0.181, 2
-2.381, 0.096, -0.405, 1.441, 0
-2.285, 0.812, -0.414, -0.5, 1
-2.239, 0.865, 0.131, 0.182, 2
-2.4, 0.109, -0.41, 1.32, 0
-2.291, 0.828, -0.419, -0.488, 1
-2.228, 0.876, 0.127, 0.177, 2
-2.383, 0.121, -0.41, 1.401, 0
-2.273, 0.835, -0.421, -0.492, 1
-2.226, 0.888, 0.124, 0.205, 2
-2.402, 0.133, -0.416, -1.381, 0
-2.291, 0.853, -0.427, -0.467, 1
-2.225, 0.899, 0.121, 0.176, 2
-2.393, 0.143, -0.417, 1.287, 0
-2.293, 0.865, -0.43, -0.471, 1
-2.222, 0.909, 0.119, 0.161, 2
-2.376, 0.152, -0.416, 1.24, 0
-2.295, 0.876, -0.433, -0.458, 1
-2.216, 0.916, 0.118, 0.159, 2
-2.365, 0.16, -0.413, 1.095, 0
-2.3, 0.888, -0.433, -0.457, 1
-2.219, 0.927, 0.119, 0.159, 2
-2.365, 0.171, -0.412, 1.262, 0
-2.275, 0.889, -0.427, -0.448, 1
-2.22, 0.939, 0.121, 0.165, 2
-2.377, 0.183, -0.413, 1.271, 0
-2.282, 0.903, -0.428, -0.442, 1
-2.226, 0.952, 0.123, 0.192, 2
-2.389, 0.194, -0.416, 1.37, 0
-2.271, 0.909, -0.427, -0.441, 1
-2.22, 0.96, 0.121, 0.202, 2
-2.367, 0.201, -0.413, 1.167, 0
-2.264, 0.916, -0.426, -0.429, 1
-2.208, 0.964, 0.12, 0.167, 2
-2.375, 0.208, -0.415, 1.358, 0
-2.276, 0.928, -0.43, -0.43, 1
-2.201, 0.966, 0.12, 0.217, 2
-2.369, 0.214, -0.415, 1.37, 0
-2.286, 0.939, -0.431, -0.418, 1
-2.211, 0.977, 0.121, 0.19, 2
-2.357, 0.218, -0.411, 1.383, 0
-2.273, 0.939, -0.427, -0.414, 1
-2.205, 0.98, 0.122, 0.214, 2
-2.354, 0.222, -0.408, 1.165, 0
-2.282, 0.947, -0.427, -0.406, 1
-2.204, 0.985, 0.126, 0.202, 2
-2.347, 0.226, -0.403, 1.235, 0
-2.272, 0.948, -0.422, -0.406, 1
-2.205, 0.99, 0.128, 0.211, 2
-2.378, 0.236, -0.408, 1.428, 0
-2.289, 0.962, -0.423, -0.386, 1
-2.2, 0.994, 0.13, 0.169, 2
-2.356, 0.239, -0.405, 1.506, 0
-2.259, 0.956, -0.418, -0.407, 1
-2.215, 1.006, 0.13, 0.216, 2
-2.361, 0.245, -0.408, 1.52, 0
-2.265, 0.964, -0.42, -0.401, 1
-2.193, 1.0, 0.127, 0.218, 2
-2.357, 0.249, -0.411, 1.48, 0
-2.289, 0.978, -0.427, -0.389, 1
-2.223, 1.019, 0.127, 0.227, 2
-2.355, 0.253, -0.412, 1.484, 0
-2.269, 0.974, -0.425, -0.393, 1
-2.189, 1.006, 0.125, 0.167, 2
-2.366, 0.256, -0.412, 1.4, 0
-2.266, 0.975, -0.423, -0.398, 1
-2.18, 1.003, 0.126, 0.176, 2
-2.366, 0.257, -0.411, 1.342, 0
-2.264, 0.975, -0.421, -0.387, 1
-2.193, 1.012, 0.127, 0.192, 2
-2.359, 0.258, -0.409, 1.34, 0
-2.269, 0.979, -0.422, -0.395, 1
-2.199, 1.015, 0.128, 0.191, 2
-2.36, 0.258, -0.408, 1.457, 0
-2.278, 0.982, -0.423, -0.376, 1
-2.198, 1.014, 0.129, 0.191, 2
-2.361, 0.258, -0.409, 1.271, 0
