x,y,z,yaw,index
-2.376, 0.613, -0.566, 1.299, 2
-2.303, -0.582, 0.045, 0.661, 0
-2.356, -0.108, -0.559, 1.176, 1
-2.388, 0.626, -0.554, -0.755, 2
-2.317, -0.576, 0.064, 0.797, 0
-2.358, -0.097, -0.54, 1.148, 1
-2.347, 0.626, -0.527, 1.378, 2
-2.326, -0.575, 0.086, 0.593, 0
-2.362, -0.091, -0.518, 1.317, 1
-2.318, 0.623, -0.498, 1.431, 2
-2.344, -0.583, 0.106, 0.527, 0
-2.363, -0.092, -0.497, 1.568, 1
-2.317, 0.62, -0.477, 1.199, 2
-2.316, -0.587, 0.115, 0.483, 0
-2.454, -0.106, -0.502, 1.548, 1
-2.352, 0.619, -0.469, 1.14, 2
-2.31, -0.608, 0.107, 0.748, 0
-2.388, -0.13, -0.495, 1.196, 1
-2.417, 0.608, -0.491, 1.454, 2
-2.358, -0.624, 0.1, 0.593, 0
-2.368, -0.136, -0.502, 1.317, 1
-2.355, 0.586, -0.492, 1.361, 2
-2.366, -0.619, 0.088, -0.319, 0
-2.403, -0.134, -0.521, 1.524, 1
-2.349, 0.588, -0.503, 1.204, 2
-2.397, -0.616, 0.074, -0.477, 0
-2.416, -0.124, -0.537, 1.513, 1
-2.367, 0.605, -0.517, 1.076, 2
-2.38, -0.601, 0.061, -0.543, 0
-2.433, -0.111, -0.553, 1.463, 1
-2.346, 0.615, -0.522, 1.057, 2
-2.326, -0.579, 0.053, 0.432, 0
-2.424, -0.098, -0.558, 1.39, 1
-2.349, 0.627, -0.526, -0.761, 2
-2.33, -0.572, 0.05, 0.585, 0
-2.422, -0.089, -0.559, 1.362, 1
-2.346, 0.635, -0.527, -0.767, 2
-2.312, -0.564, 0.046, 0.456, 0
-2.408, -0.084, -0.56, 1.379, 1
-2.343, 0.641, -0.529, -0.758, 2
-2.313, -0.563, 0.047, 0.494, 0
-2.38, -0.08, -0.554, 1.193, 1
-2.333, 0.641, -0.527, -0.754, 2
-2.319, -0.564, 0.053, 0.605, 0
-2.384, -0.08, -0.551, 1.234, 1
-2.334, 0.642, -0.523, -0.759, 2
-2.312, -0.561, 0.061, 0.706, 0
-2.394, -0.08, -0.547, 1.287, 1
-2.342, 0.644, -0.521, -0.755, 2
-2.321, -0.557, 0.073, 0.681, 0
-2.391, -0.078, -0.539, 1.326, 1
-2.334, 0.644, -0.515, -0.753, 2
-2.306, -0.548, 0.084, 0.605, 0
-2.384, -0.075, -0.528, 1.208, 1
-2.339, 0.65, -0.511, -0.731, 2
-2.32, -0.543, 0.1, 0.701, 0
-2.369, -0.069, -0.511, 1.237, 1
-2.338, 0.656, -0.501, 1.357, 2
-2.312, -0.535, 0.111, 0.66, 0
-2.379, -0.062, -0.5, 1.145, 1
-2.343, 0.664, -0.488, -0.705, 2
-2.303, -0.526, 0.112, 0.498, 0
-2.4, -0.054, -0.499, 1.257, 1
-2.336, 0.672, -0.481, -0.687, 2
-2.314, -0.521, 0.113, 0.477, 0
-2.385, -0.044, -0.496, 1.245, 1
-2.319, 0.678, -0.476, -0.682, 2
-2.311, -0.517, 0.116, 0.57, 0
-2.378, -0.038, -0.491, 1.327, 1
-2.323, 0.686, -0.473, -0.658, 2
-2.325, -0.522, 0.119, 0.594, 0
-2.373, -0.038, -0.488, 1.249, 1
-2.314, 0.684, -0.468, -0.687, 2
-2.327, -0.527, 0.112, 0.742, 0
-2.354, -0.041, -0.49, 1.222, 1
-2.318, 0.682, -0.474, -0.723, 2
-2.313, -0.529, 0.103, 0.706, 0
-2.365, -0.047, -0.502, 1.198, 1
-2.328, 0.681, -0.487, -0.693, 2
-2.306, -0.531, 0.105, 0.483, 0
-2.361, -0.053, -0.505, 1.234, 1
-2.313, 0.672, -0.489, -0.674, 2
-2.314, -0.531, 0.113, 0.592, 0
-2.34, -0.053, -0.496, 1.309, 1
-2.303, 0.669, -0.483, -0.7, 2
-2.301, -0.524, 0.121, 0.459, 0
-2.34, -0.05, -0.488, 1.2, 1
-2.311, 0.676, -0.479, -0.673, 2
-2.292, -0.514, 0.129, 0.555, 0
-2.348, -0.042, -0.482, 1.055, 1
-2.319, 0.687, -0.473, -0.617, 2
-2.3, -0.507, 0.139, 0.537, 0
-2.347, -0.034, -0.474, 1.023, 1
-2.328, 0.7, -0.467, -0.601, 2
-2.304, -0.498, 0.15, 0.419, 0
-2.326, -0.025, -0.46, 1.047, 1
-2.333, 0.711, -0.459, -0.573, 2
-2.303, -0.489, 0.157, 0.447, 0
-2.348, -0.016, -0.456, 1.06, 1
-2.31, 0.714, -0.449, -0.58, 2
-2.329, -0.489, 0.157, 0.261, 0
-2.371, -0.01, -0.461, 1.467, 1
-2.294, 0.717, -0.444, -0.588, 2
-2.371, -0.49, 0.143, -0.055, 0
-2.333, -0.002, -0.465, 1.556, 1
-2.253, 0.713, -0.447, -0.676, 2
-2.406, -0.484, 0.117, 0.558, 0
-2.326, 0.009, -0.492, 1.571, 1
-2.252, 0.726, -0.475, -0.713, 2
-2.348, -0.462, 0.098, 0.144, 0
-2.308, 0.017, -0.512, 1.446, 1
-2.248, 0.736, -0.501, -0.67, 2
-2.338, -0.454, 0.085, 0.101, 0
-2.308, 0.022, -0.526, 1.453, 1
-2.24, 0.74, -0.515, -0.647, 2
-2.344, -0.451, 0.072, 0.121, 0
-2.321, 0.027, -0.542, 1.528, 1
-2.222, 0.742, -0.523, -0.664, 2
-2.336, -0.446, 0.061, 0.497, 0
-2.303, 0.032, -0.551, 1.369, 1
-2.237, 0.752, -0.538, -0.66, 2
-2.345, -0.447, 0.066, 0.515, 0
-2.296, 0.032, -0.552, 1.332, 1
-2.247, 0.757, -0.543, -0.61, 2
-2.362, -0.449, 0.094, -0.774, 0
-2.295, 0.031, -0.532, 1.334, 1
-2.219, 0.746, -0.519, -0.635, 2
-2.336, -0.448, 0.127, 0.334, 0
-2.267, 0.029, -0.492, 1.411, 1
-2.201, 0.737, -0.482, -0.684, 2
-2.314, -0.451, 0.15, 0.104, 0
-2.292, 0.027, -0.468, 1.445, 1
-2.225, 0.741, -0.455, -0.634, 2
-2.311, -0.454, 0.163, 0.271, 0
-2.299, 0.026, -0.449, 1.254, 1
-2.237, 0.744, -0.433, -0.593, 2
-2.296, -0.451, 0.165, 0.46, 0
-2.31, 0.029, -0.442, 1.193, 1
-2.266, 0.757, -0.425, -0.491, 2
-2.319, -0.453, 0.16, 0.262, 0
-2.313, 0.033, -0.445, 1.361, 1
-2.246, 0.755, -0.421, -0.535, 2
-2.299, -0.445, 0.153, 0.262, 0
-2.311, 0.037, -0.452, 1.305, 1
-2.244, 0.758, -0.427, -0.537, 2
-2.313, -0.446, 0.157, 0.479, 0
-2.308, 0.04, -0.452, 1.257, 1
-2.243, 0.76, -0.429, -0.522, 2
-2.318, -0.448, 0.181, 0.457, 0
-2.275, 0.039, -0.43, 1.386, 1
-2.244, 0.759, -0.413, -0.544, 2
-2.329, -0.449, 0.216, -0.459, 0
-2.29, 0.039, -0.399, 1.278, 1
-2.235, 0.754, -0.379, -0.588, 2
-2.286, -0.434, 0.235, 0.593, 0
-2.299, 0.044, -0.373, 1.13, 1
-2.289, 0.777, -0.36, -0.412, 2
-2.307, -0.427, 0.256, 0.533, 0
-2.293, 0.054, -0.352, 1.066, 1
-2.27, 0.782, -0.338, -0.358, 2
-2.304, -0.42, 0.276, 0.599, 0
-2.302, 0.063, -0.334, 1.046, 1
-2.253, 0.784, -0.315, -0.391, 2
-2.298, -0.414, 0.29, 0.249, 0
-2.321, 0.068, -0.32, 1.104, 1
-2.26, 0.79, -0.303, -0.385, 2
-2.29, -0.409, 0.298, 0.363, 0
-2.321, 0.069, -0.311, 1.254, 1
-2.255, 0.79, -0.296, -0.373, 2
-2.3, -0.409, 0.301, 0.314, 0
-2.327, 0.07, -0.309, 1.212, 1
-2.26, 0.791, -0.297, -0.368, 2
-2.29, -0.407, 0.301, 0.27, 0
-2.343, 0.068, -0.313, 1.154, 1
-2.276, 0.795, -0.304, -0.357, 2
-2.293, -0.405, 0.299, 0.13, 0
-2.337, 0.065, -0.316, 1.243, 1
-2.275, 0.792, -0.312, -0.426, 2
-2.298, -0.395, 0.3, 0.186, 0
-2.349, 0.071, -0.321, 1.082, 1
-2.254, 0.79, -0.316, -0.436, 2
-2.292, -0.385, 0.306, 0.272, 0
-2.324, 0.078, -0.315, 1.141, 1
-2.254, 0.799, -0.316, -0.41, 2
-2.296, -0.389, 0.32, 0.082, 0
